,date,title,summary
367,11 April 2013,Summary - 19th PACI Task Force Meeting,"Representatives of the signatory companies to the PACI Principles on Countering Bribery make up the PACI Task Force, which convened in New Delhi on 10-11 April 2013 to review the Task For..."
368,30 March 2013,The Global Information Technology Report 2013,"The Global Information Technology Report 2013 features the latest results of the Networked Readiness Index, offering an overview of the current state of ICT readiness in the world. This y..."
369,15 March 2013,Breaking the Logjam of Capital Allocation,Financial institutions face a series of impediments that inhibit capital from flowing to where it is most needed. However the role of financial institutions in modern society is to provid...
370,15 March 2013,"Five Challenges, One Solution: Women","From unprecedented population ageing to increasing unemployment, from global leadership imbalances to persisting conflicts, from resource scarcity to volatile global food supplies, the wo..."
371,6 March 2013,Arab World Competitiveness Report 2013,The Arab World Competitiveness Report 2013 is a World Economic Forum - EBRD collaboration which analyses and benchmarks countries\' competitiveness in the Arab world. Read the full news r...
372,1 March 2013,The Travel and Tourism Competitiveness Report 2013,"Seven years ago the World Economic Forum, with its Industry and Data Partners, embarked on a multi-year research effort exploring issues related to the T&amp;T competitiveness of countrie..."
373,27 February 2013,Unlocking the Value of Personal Data: From Collection to Usage,"Unlocking the Value of Personal Data: From Collection to Usage, prepared in collaboration with the Boston Consulting Group, examines the need for new approaches in the policies which enab..."
374,27 February 2013,Developing Future Social Protection Systems Retirement Income,"The report, Developing Future Social Protection Systems – Retirement Income, is the first project of a series on social protection systems by the World Economic Forum’s Financial Services..."
375,20 February 2013,Closing the Gaps: Financial Services Needs of Next-Generation Companies,Closing the Gaps: Financial Services Needs of Next-Generation Companies documents the emergence of a new breed of young and innovative global competitors that have managed rapid expansion...
376,19 February 2013,Financial Regulation – Biased against Clean Energy and Green Infrastructure?,"Much has been written about the policies required to make clean energy attractive for investors. However, in many cases, even when supportive policies are in place, results have been mixe..."
377,19 February 2013,Financial Regulation – Biased against Clean Energy and Green Infrastructure?,"Much has been written about the policies required to make clean energy attractive for investors. However, in many cases, even when supportive policies are in place, results have been mixe..."
378,14 February 2013,Global Risks 2012 - Seventh Edition - Korean,"Economic imbalances and social inequality risk reversing the gains of globalization, warns the World Economic Forum in its report Global Risks 2012. These are the findings of a survey of ..."
379,8 February 2013,Responsible Mineral Development Initiative Mineral Value Management 2013,The last 12 months have seen high profile disputes in many mining regions across the globe. Distrust and divergence of expectations between stakeholders are key drivers of this discord.
380,5 February 2013,Energy Vision 2013 Energy transitions: Past and Future,"Energy undergirds civilization and has powered the sweeping economic changes that have transformed the world over the last two and a half centuries. But just as the economy has changed, s..."
381,27 January 2013,World Economic Forum Annual Meeting 2013,"The 43rd Annual Meeting’s theme Resilient Dynamism perfectly captured the tenor of the global economy. In the post-crisis world, resilience must be a goal for all countries if they are to..."
382,24 January 2013,The Future of Urban Development Initiative: Tianjin Champion City Strategy,"Tianjin, People’s Republic of China, was
selected as the inaugural Champion City
of the World Economic Forum’s Future of
Urban Development Initiative in January
2012. As the inaugural..."
383,24 January 2013,"Sustainable Health Systems - Visions, Strategies, Critical Uncertainties and Scenarios","The World Economic Forum has made health a priority global initiative, recognizing it as central to the Forum’s overall mission to improve the state of the world.Looking at health as a fu..."
384,24 January 2013,Forces transforming the content landscape,"We are in the midst of a period of unprecedented media innovation that is changing the lives of billions of people across the globe. It is an exciting time for consumers, as innovators de..."
385,24 January 2013,Living a Hyperconnected Reality,Digital hyperconnectivity is dramatically changing the world around us and the way business is done. It is simultaneously disrupting incumbent institutions while creating new opportunitie...
386,24 January 2013,Rebuilding Europe’s Competitiveness,"Europe’s competitiveness deficit, together with the competitiveness divide that has developed within its own borders, has jointly led to stagnation or declining growth, rising unemploymen..."
387,24 January 2013,Rebuilding Europe’s Competitiveness,"Europe’s competitiveness deficit, together with the competitiveness divide that has developed within its own borders, has jointly led to stagnation or declining growth, rising unemploymen..."
388,23 January 2013,Scenarios for the Russian Federation,"The Scenarios for the Russian Federation were developed through a strategic dialogue process engaging over 350 business, policy and academic leaders throughout 2012. The report focuses on..."
389,22 January 2013,Building Resilience in Supply Chains,Supply chains are backbones of the global economy. Their complexity and critical role have businesses and governments increasingly concerned about managing major disruptions. This calls f...
390,17 January 2013,The Financial Sustainability of Health Systems A Case for Change,"Health systems have been a great success in the past century, fostering longer, healthier lives and thereby contributing to prosperity and economic growth. These gains have come at a pric..."
391,17 January 2013,Annex Multistakeholder Collaboration for Healthy - Living Toolkit for Joint Action,"To assist stakeholders in initiating and managing multistakeholder actions for Healthy Living, the Forum and the Pan American Health Organization, in collaboration with Bain &amp; Company..."
392,17 January 2013,Multistakeholder Collaboration for Healthy - Living Toolkit for Joint Action,"To assist stakeholders in initiating and managing multistakeholder actions for Healthy Living, the Forum and the Pan American Health Organization, in collaboration with Bain &amp; Company..."
393,16 January 2013,Engaging Tomorrow’s Consumer Project Report 2014,"Business leaders worldwide recognize that changing consumer attitudes and behaviour around sustainability within a rapidly evolving marketplace presents considerable challenges. In 2012, ..."
394,16 January 2013,Engaging Tomorrow’s Consumer Project Report 2014,"Business leaders worldwide recognize that changing consumer attitudes and behaviour around sustainability within a rapidly evolving marketplace presents considerable challenges. In 2012, ..."
395,16 January 2013,Engaging Tomorrow’s Consumer,"The World Economic Forum, in collaboration with its Partner companies from a range of sectors including retail, consumer goods, technology and advertising have collaborated to explore the..."
396,16 January 2013,Engaging Tomorrow’s Consumer Executive Summary,"At the World Economic FOrum Annual Meeting 2012 in Davos-Klosters, business leaders provided the direction that, to achieve sustainable consumption, business must engage consumers by rede..."
397,16 January 2013,Engaging Tomorrow’s Consumer,"The World Economic Forum, in collaboration with its Partner companies from a range of sectors including retail, consumer goods, technology and advertising have collaborated to explore the..."
398,16 January 2013,Engaging Tomorrow’s Consumer Executive Summary,"At the World Economic FOrum Annual Meeting 2012 in Davos-Klosters, business leaders provided the direction that, to achieve sustainable consumption, business must engage consumers by rede..."
399,16 January 2013,Achieving the New Vision for Agriculture: New Models for Action,"To feed 9 billion people by 2050, the world will need to adopt new strategies aimed at sustainably increasing agricultural production. Meeting this challenge will require significant incr..."
400,16 January 2013,Jobs for Growth and Growth for Jobs Global Agenda Council on Employment,"At the beginning of 2012, the Global Agenda Council on Employment &amp; Social Protection published a report calling on policy-makers to develop a new model of growth, employment and soci..."
401,16 January 2013,The Workplace Wellness Alliance - Making the Right Investment: Employee Health and the Power of Metrics,The Workplace Wellness Alliance (the Alliance) was launched by the World Economic Forum in 2009 to address the challenges of data collection and knowledge sharing globally around workplac...
402,15 January 2013,Perspectives on a Hyperconnected World,This accelerating interconnectedness has in many ways made life better. But it has also brought greater complexity to world affairs. Many of the grand challenges that confront humanity—pr...
403,15 January 2013,Partnering Against Corruption Initiative Annual Report 2012,"The work of the Partnering Against Corruption Initiative (PACI) is guided by two objectives: to help set the global anti-corruption  agenda at a strategic policy level, and to drive chang..."
404,14 January 2013,Young Global Leaders: Guide to Influencing  Complex Systems,"This report marks the culmination of one of the main Young Global Leaders community-wide efforts of 2012, which aimed to dissect and understand the complexity of the current global contex..."
405,7 January 2013,Enabling Trade: Valuing Growth Opportunities,"This report examines supply chain barriers to international trade and concludes that they are far more significant impediments to trade than tariffs. In fact, reducing supply chain barrie..."
406,7 January 2013,Global Agenda Outlook 2013,"The Global Agenda Outlook 2013 is a publication of the Network of Global Agenda Councils, a unique network of over 1,500 of the world’s most relevant experts from academia, business, civi..."
407,7 January 2013,Norms and Values in Digital Media,"Norms and Values in Digital Media report seeks to help the major stakeholders – governments and policy-makers, businesses and private citizens – better understand the impact of actions to..."
408,7 January 2013,The Green Investment Report: The ways and means to unlock private finance for green growth,"The Green Investment Report aims to inform and inspire policy-makers and public and private finance providers to close the gap in delivering inclusive, sustainable growth."
409,14 December 2012,The Global Energy Architecture Performance Index Report 2013,The World Economic Forum in collaboration with Accenture and a panel of experts have developed an Energy Architecture Performance Index (EAPI). The EAPI benchmarks and ranks 105 countries...
410,13 November 2012,Preparing for Precision Medicine,"Personalized medicine is the combination of established clinical parameters with emerging molecular information to generate preventative, diagnostic and therapeutic solutions that are tai..."
411,13 November 2012,Responsible Mineral Development  Initiative (RMDI) – Mineral Value Management,"The development of mineral resources is a key driver of global economic growth. It has the potential to transform economies and societies, including some of the world\'s poorest nations, ..."
412,13 November 2012,18th PACI Task Force  Meeting - Executive Summary,"Members of the World Economic Forum’s Partnering Against Corruption Initiative (PACI) Task Force met on 29-30 October 2012 in Geneva, Switzerland, to take stock of key Task Force initiati..."
413,13 November 2012,Responsible Mineral Development  Initiative (RMDI) – Mineral Value Management,"The development of mineral resources is a key driver of global economic growth. It has the potential to transform economies and societies, including some of the world\'s poorest nations, ..."
414,13 November 2012,Future of Government - Fast and Curious,"Future of Government – Fast and Curious is a short and updated version of the Future of Government – Lessons Learned from around the World, published in 2011 by the World Economic Forum G..."
415,13 November 2012,World Economic Forum on India: From Deliberation to Transformation,"Backed by strong domestic demand and prudent financial-sector regulation, the Indian economy has sailed through the global economic downturn in stride and is expected to grow at a respect..."
416,8 November 2012,White Paper on Energy 2050: What Does It Take  for Reality to Meet  Aspirations?,This white paper on energy 2050 raises 10 questions that must be addressed in the development of new energy architecture. Today there is a large disconnect between how people hope to live...
417,3 November 2012,Transparency for Inclusive Governance: An assessment of India,"The euphoria of India as a regional power has been dented by talk of systemic corruption, poor public services, nagging problems of unemployment, illiteracy and poverty and demographic ch..."
418,30 October 2012,World Economic Forum – Global Risks 2013 Eighth Edition,The World Economic Forum is now in its eighth year of publishing the Global Risks report. The World Economic Forum’s Global Risks 2013 report is developed from an annual survey of more th...
419,30 October 2012,Global Agenda Survey 2012 Report,"Leaders in business, politics and academia say that Eurozone turbulence, resource scarcity and global power shifts are the major trends of our time. This year’s Global Agenda survey asked..."
420,25 October 2012,The Financial Development Report 2012,"The Financial Development Report 2012 is based on the Financial Development Index (“the Index”), which provides a score and rank for the breadth, depth, and efficiency of 62 of the world’..."
421,22 October 2012,The Global Gender Gap Report 2012,"Through the Global Gender Gap Report series, the World Economic Forum has been quantifying the magnitude of gender-based disparities and tracking their progress. By providing a comprehens..."
422,18 October 2012,Strategic Infrastructure: Steps to Prioritize and Deliver Infrastructure Effectively and Efficiently,"Strategic infrastructure is the backbone that interconnects our modern economies. The most strategic investments are functional and create the greatest impact in terms of economic growth,..."
423,18 October 2012,White Paper on Energy Security and Global Warming,This year marks the 20th anniversary of the United Nations Framework Convention on Climate Change. These last two decades of climate diplomacy have been filled with ambitious goals – such...
424,11 October 2012,New Energy Architecture: Thailand,"The way energy is produced, distributed and consumed around the world is currently undergoing fundamental change of almost unprecedented proportion. Many countries struggle to upgrade the..."
425,24 September 2012,Annual Meeting of the New Champions 2012  Creating the Future  Economy,The Summer Davos has become synonymous with all the good things that make the World Economic Forum Annual Meeting in Davos such an extraordinary event: an unrivalled spirit of collegialit...
426,18 September 2012,Annual Report 2011-2012 - Chinese,"Despite uncertainty in developed economies across the world, it has been a very good year for the World Economic Forum. In addition to a string of extremely successful events, progress ac..."
427,18 September 2012,Annual Report 2011-2012,"Despite uncertainty in developed economies across the world, it has been a very good year for the World Economic Forum. In addition to a string of extremely successful events, progress ac..."
428,3 September 2012,World Economic Forum on Africa 2012,
429,3 September 2012,World Economic Forum  on East Asia 2012,
430,30 August 2012,"The Global
Competitiveness Report
2012-2013","The Global Competitiveness Report 2012–2013 is being released amid a long period of economic uncertainty. The tentative recovery that seemed to be gaining ground
during 2010 and the firs..."
431,27 August 2012,Technology Pioneers 2013,"Technology is playing an increasingly vital role in all aspects of business and society. New innovations may provide answers to the key challenges facing the world today, from climate cha..."
432,23 August 2012,Energy for Economic Growth - Energy Vision Update 2012 - Chinese,"As the world struggles to emerge from a global financial crisis and its fallout on the real economy, countries are looking for solutions to improve domestic economic performance and put p..."
433,2 August 2012,Organized Crime Enablers,"Organized crime exacts a multibillion dollar cost on legitimate business, distorts markets and causes widespread ill-effects on society. Fuelled by the same forces of globalization that h..."
434,31 July 2012,New Energy Architecture: Enabling an effective transition - Chinese,"The way energy is produced, distributed and consumed around the world is currently undergoing fundamental change of almost unprecedented proportion. Many countries struggle to upgrade the..."
435,31 July 2012,New Energy Architecture Performance Index Executive Summary - Chinese,
436,31 July 2012,Organised Crime Enablers,"The Global Agenda Council on Organized Crime focused on the enablers of organized crime during the 2011-2012 term. This broad concept includes individuals, mechanisms and situations that ..."
437,30 July 2012,World Economic Forum on Latin America - Regional Transformation in a New Global Context  - Spanish,"Regional Transformation in a New Global Context was at the core of the 2012 World Economic Forum on Latin America in Puerto Vallarta, Mexico. A singular international context framed the m..."
438,15 July 2012,Global Agenda Council on New Models of Leadership,We are in the midst of a profound shift in the context in which leadership takes place and in what it takes to flourish as a leader. The World Economic Forum’s Global Agenda Council on Ne...
439,13 July 2012,Summary Report of the Sustainable Growth Summit,"On 16 April 2012, the Sustainable Growth Summit at the World Economic Forum on Latin America brought together global and regional leaders to discuss the themes of economic growth, food se..."
440,15 June 2012,"World Economic Forum on the Middle East, North Africa and Eurasia","The World Economic Forum on the Middle East, North Africa and Eurasia brought together stakeholders from different but interconnected regions to discuss common challenges and opportunitie..."
441,12 June 2012,Network of Global Agenda Councils Reports 2011-2012,"In the 78 annual reports, the Global Agenda Councils tell the stories of their achievements and impact over the past term and offer their recommendations on critical issues."
442,11 June 2012,17th PACI Task Force  Meeting Executive Summary,17th PACI Task Force Meeting Executive Summary
443,11 June 2012,"World Economic Forum on the Middle East, North Africa and Eurasia - Bridging Regions in Transformation","The pace and complexity of global change in recent years have been unprecedented, with Europe, the Middle East, North Africa and Central Asia emerging as a key mega-region of the future."
444,6 June 2012,The Governance of Social Enterprises: Managing Your Organization for Success,"Governance is formally defined as “systems and processes that ensure the overall direction, effectiveness, supervision and accountability of an organization” (Cornforth, 2003). "
445,5 June 2012,The Europe 2020 Competitiveness Report,"In recent years Europe has faced a myriad of economic and social difficulties, with continued financial
troubles, fear of outright sovereign defaults, and rising unemployment and social ..."
446,5 June 2012,Addressing the 100 Million Youth Challenge,"Addressing the Youth Challenge, Perspectives on Youth Employment in the Arab World in 2012 is a collection of essays by members of the World Economic Forum Global Agenda Council on the Ar..."
447,5 June 2012,"Euro, Dollar, Yuan Uncertainties Report 2012",The rapid integration of global trade and capital flows over the past decades has made the links that connect different parts of the world economy ever more central to global prosperity. ...
448,5 June 2012,The Role of Large Employers in Driving Job Creation in the Arab World,"The Role of Large Employers in Driving Job Creation in the Arab World is a new report that represents a collaboration between Saudi Basic Industries Corporation (SABIC), Booz &amp; Compan..."
449,4 June 2012,World Economic Forum on Latin America 2012 Report,The region has a unique opportunity to show that it can lead the world towards the vision of a balanced and sustainable global economy. But are Latin American countries ready to embrace t...
450,1 June 2012,Global Agenda Council on Latin America 2012-2014,"Latin America continues to be characterized by its diversity of economic models, social structures and political systems. As a whole, the region has shown high levels of resilience throug..."
451,31 May 2012,Risk and Responsibility in a Hyperconnected World: Pathways to Global Cyber Resilience,"Risk and Responsibility in a Hyperconnected World – Pathways to Global Cyber Resilience examines some of the key threats to our hyperconnected world, and what should be done about them. P..."
452,25 May 2012,Redefining the Emerging Market Opportunity: Driving Growth through Financial Services Innovation,Redefining the Emerging Market Opportunity: Driving Growth through Financial Services Innovation reveals how global competition in financial services has been transformed by the rapid gro...
453,23 May 2012,Global Enabling Trade Report 2012,"The Global Enabling Trade Report 2012 reflects a world in which trade has rebounded from its 2009 slump. It is a world where trade is no longer dominated by developed
economies but is no..."
454,16 May 2012,Rethinking Personal Data: Strengthening Trust,"Rethinking Personal Data: Strengthening Trust examines how the appropriate use of personal data can create enormous value for governments, organizations and individuals. Produced in colla..."
455,16 May 2012,Global Risks 2012 - Seventh Edition - Chinese,"Economic imbalances and social inequality risk reversing the gains of globalization, warns the World Economic Forum in its report Global Risks 2012. These are the findings of a survey of ..."
456,7 May 2012,From Consumers to Creators: Empowering the Digital Generation,Realizing the potential of mobile communications requires that individuals have the ability to constructively use this technology to not only consume content but to also create it. This d...
457,1 May 2012,Global Risks 2012 - Seventh Edition - Japanese,"Economic imbalances and social inequality risk reversing the gains of globalization, warns the World Economic Forum in its report Global Risks 2012. These are the findings of a survey of ..."
458,26 April 2012,Rethinking Financial Innovation,"Financial innovation has come under significant scrutiny over the past years, and nobody can argue that certain financial innovations went badly wrong in the run up to the recent crisis. ..."
459,23 April 2012,New Energy Architecture: Enabling an effective transition,"The way energy is produced, distributed and consumed around the world is currently undergoing fundamental change of almost unprecedented proportion. Many countries struggle to upgrade the..."
460,18 April 2012,New Energy Architecture,"New Energy Architecture: Japan builds on the methodology and findings of the World Economic Forum’s wider work, New Energy Architecture: Enabling an Effective Transition, which aims to be..."
461,18 April 2012,New Energy Architecture,"This report builds on the methodology and findings of the World Economic Forum’s wider work, New Energy Architecture: Enabling an effective transition. This project aims to better underst..."
462,17 April 2012,A Framework for Advancing Responsible Mineral Development  - Chinese,"The development of mineral resources is a key driver of global economic growth. It has the potential to transform economies and societies, including some of the world’s poorest nations, p..."
463,17 April 2012,Putting the New Vision for Agriculture into Action: A Transformation Is Happening - Spanish,"In order to feed a population of 9 billion in 2050, the world will need a New Vision for Agriculture - delivering food security, environmental sustainability and economic opportunity thro..."
464,16 April 2012,Sustainable Transportation Ecosystem - Addressing sustainability from an integrated systems perspective,Scaling-up existing sustainable transportation technologies can help the transportation sector and governments to reach their sustainability and carbon emissions reduction targets. Howeve...
465,14 April 2012,New Energy Architecture,"Momentous changes in the energy landscapes of the past have driven profound developments in the wider economy and helped to shape and develop modern societies. Today, we are again moving ..."
466,4 April 2012,The Global Information Technology Report 2012,"Over the past decade, The Global Information Technology Report series, has become the most comprehensive and respected international assessment of the preparedness of economies to leverag..."
467,28 March 2012,"Measurement, Governance and Long-term Investing","Measurement, Governance and Long-term Investing explores how difficulties faced by long-term investors –pension funds, sovereign wealth funds, foundations, endowments, insurers and family..."
468,27 March 2012,World Economic Forum Annual Meeting 2012,"A summary of key sessions and events from the World Economic Forum Annual Meeting 2012 in Davos, a cornucopia of intellectual fare, with some 260 sessions on everything from the Secrets o..."
469,21 March 2012,"The Water Resources Group - Background, Impact and the Way Forward",The 2030 Water Resources Group (WRG) has been established to help address these challenges. WRG is an innovative and neutral public-private-expert-civil society platform that provides a p...
470,15 March 2012,Galvanizing Support: The Role of Government in Advancing Adoption of Mobile Financial Services,"Despite its initial promise, the widescale adoption of mobile financial services (MFS) has hit an impasse in many countries. This paper describes the role that governments could play in t..."
471,13 March 2012,中国企业国际化新兴最佳实践——全球企业公民挑战,《中国企业国际化新兴最佳实践——全球企业公民挑战》报告由世界经济论坛与波士顿咨询公司共同撰写。
472,13 March 2012,中国企业国际化新兴最佳实践——全球企业公民挑战,《中国企业国际化新兴最佳实践——全球企业公民挑战》报告由世界经济论坛与波士顿咨询公司共同撰写。
473,7 March 2012,Global Education Initiative - Retrospective on Partnerships for Education Development 2003-2011,"Conceived in 2003 with a mission to help make national education systems more relevant, sustainable and scalable, the Global Education Initiative (GEI) launched initiatives in Jordan, Raj..."
474,6 March 2012,Energy for Economic Growth,"The world has been reeling from the financial crisis with reverberations being felt throughout the real economy on production, consumption, jobs and well-being. At times like these, we ar..."
475,5 March 2012,Emerging Best Practices of Chinese Globalizers: The Corporate Global Citizenship Challenge,"Emerging Best Practices of Chinese Globalizers: The Corporate Global Citizenship Challenge, a report prepared in collaboration with The Boston Consulting Group, identifies emerging best p..."
476,29 February 2012,Accelerating the Adoption of mLearning: A Call for Collective and Collaborative Action,"This report, written by the
Forum’s Global Agenda Council on ICT, examines the opportunities and impact
Mobile Learning can have as a means for positive socio-economic growth. The
report ..."
477,28 February 2012,New Models for Addressing Supply Chain and Transport Risk,"Supply chain &amp; transport providers need to manage multiple risks along the sourcing, transport and distribution chain. In our interconnected world, safety, reliability and efficiency ..."
478,24 February 2012,Energy Industry Partnership Programme Session Summaries - Chinese,"The Energy Summit was opened by Co-Chair Gao Jifan, who noted that in the coming years all countries would find their own unique and relative strengths, and new sources of energy. China i..."
479,24 February 2012,Energy Industry Partnership Programme Session Summaries,"The Energy
Summit was opened by Co-Chair Gao Jifan, who noted that in the coming years all
countries would find their own unique and relative strengths, and new sources
of energy. China i..."
480,20 February 2012,"The Future 
of Content
2011",This report charts the unprecedented media innovation that is changing the lives of billions of people across the globe. Prepared by Bain &amp; Company.
481,16 February 2012,Financing Green Growth in a Resource-constrained World,"The scale and frequency of weather shocks, combined with long-term economic forecasts of climate change effects and fossil fuel costs, are having a political as well as an economic impact..."
482,8 February 2012,Well-being and Global Success,"Throughout the world, people are looking for new models of progress. For many decades the dominant model has been economic growth, and that remains important. But, as David Cameron, Prime..."
483,27 January 2012,A Framework for Advancing Responsible Mineral Development,"The development of mineral resources is a key driver of global economic growth. It has the potential to transform economies and societies, including some of the world’s poorest nations, p..."
484,27 January 2012,Putting the New Vision for Agriculture into Action: A Transformation Is Happening,"In order to feed a population of 9 billion in 2050, the world will need a New Vision for Agriculture - delivering food security, environmental sustainability and economic opportunity thro..."
485,26 January 2012,The Five Bad Habits of Healthcare,"Health spending is on an unsustainable course in many advanced economies. Not only will it force painful trade-offs with other priorities such as education, infrastructure or welfare, for..."
486,26 January 2012,"The Case for an Integrated Model of Growth, Employment and Social Protection",This paper is a call to action from the Global Agenda Council on Employment and Social Protection. Central to the argument presented here is the imperative to tackle the global jobs crisi...
487,26 January 2012,Global Population Ageing: Peril or Promise?,"Global ageing, in developed and developing countries alike, will dramatically alter the way that societies and economies work. The issues include how individuals find fulfilment, at what ..."
488,22 January 2012,"Big Data, Big Impact: New Possibilities for International Development",The amount of data in the world is exploding - large portion of this comes from the interactions over mobile devices being used by people in the developing world - people whose needs and ...
489,22 January 2012,Multiplying Agriculture by the Power of Mobile,The revolution in mobile communications is providing a lifeline to agricultural communities around the developing world. Mobile technology is already demonstrating its potential to provid...
490,16 January 2012,More with Less: Scaling Sustainable Consumption and Resource Efficiency,This report focuses on how consumption can be made more sustainable through decoupling growth from environmental impact at the scale and speed required. It builds on four years of engagem...
491,5 January 2012,Talent Mobility Good Practices - Collaboration at the Core of Driving Economic Growth,"Talent Mobility Good Practices – Collaboration at the Core of Driving Economic Growth, prepared in collaboration with Mercer, is based on 55 case studies from around the world. It shows c..."
492,5 January 2012,"Global Risks 2012 
Seventh Edition","Global Risks 2012 report is based on a survey of 469 experts from industry, government, academia and civil society that examines 50 global risks across five categories."
493,14 December 2011,Global Agenda Council on the Role of Business,"Business has been, and should remain, a driver of innovation and efficiency, a creator of wealth, and a harbinger of economic freedom. As the World Economic Forum’s Global Agenda Council ..."
494,13 December 2011,The Compendium on Economic Governance in the Arab World 2011,The Compendium on Economic Governance in the Arab World 2011 is being released at a time of transformative shifts in the region and fundamental changes at the global level. While working ...
495,11 December 2011,New Sustainability Champions 2011,"With global population expected to reach 9.3 billion by 2050 and rapid economic growth in emerging countries, pressure on the planet’s ecosystems will continue to increase."
496,7 December 2011,India Economic Summit - Linking Leadership with Livelihood,"After 26 years of successfully hosting the India Economic Summit in New Delhi, the World Economic Forum convened its annual gathering of top decision-makers for the first time in India’s ..."
497,24 November 2011,"Outlook on the 
Global Agenda 
2012","Produced by the World Economic Forum’s Network of Global Agenda Councils, this is a briefing for those answering the call to action to address the state of the world. The Network’s annual..."
498,24 November 2011,Global Agenda Council on Organized Crime,"For the 2010-11 term, the Global Agenda Council on Organized Crime has
decided to focus its efforts on the intersection between organized crime and the
legitimate economy, examining the..."
499,10 November 2011,Desarrollar una nueva visión para la agricultura: una guía para las partes interesadas,"El Foro Económico Mundial se complace en presentar esta guía para desarrollar una Nueva visión para la agricultura, la cual es resultado del trabajo de 18 meses que involucró a las partes..."
500,10 November 2011,Special Meeting on Economic Growth and Job Creation in the Arab World,"Against the backdrop of large-scale economic and political shifts in the Arab world  and heightened economic uncertainty at the global level, the World Economic Forum Special Meeting on E..."
501,2 November 2011,G20 Task Force Final Report,"Following consultations earlier this year with the French government, the Forum and ICC formed a joint initiative to develop proposals for leaders on topics corresponding to the prioritie..."
502,30 October 2011,"The Mobile Financial
Services Development
Report 2011","Browse the Mobile Financial Services Development Report 2011, a comprehensive analysis of more than 100 variables across 20 countries in Africa, Latin America and Asia."
503,29 October 2011,"The Global
Competitiveness Report
2011-2012",This year’s report from the World Economic Forum shows that Switzerland tops the overall rankings. Singapore overtakes Sweden for second position. Northern and Western European countries ...
504,27 October 2011,A Profitable and Resource Efficient Future: Catalysing Retrofit Finance and Investing in Commercial Real Estate,The report equips policy-makers and industry leaders with the information and tools needed to build and scale retrofit markets around the world. It highlights the business potential waiti...
505,22 October 2011,Accelerating Entrepreneurship in the Arab World,"The launch of the Accelerating Entrepreneurship in the Arab World report, produced by The Forum of Young Global Leaders and Strategy&amp; highlights 10 recommendations to promote a vibran..."
506,22 October 2011,Arab World Competitiveness Report 2011-2012,This fourth edition of The Arab World Competitiveness Report is published at a critical time. The important changes taking place in North Africa and the Middle East have brought to light ...
507,12 October 2011,Energy Vision Update 2011: A New Era for Gas - Chinese,"This report focuses on the revolutionary transformation experienced on the natural gas markets around the world, taking into account the changes on both the demand side (gas is used on bi..."
508,5 October 2011,Global Agenda Survey 2011,"We asked Global Agenda Council members to identify the most important global trends that will likely impact the global economy, society and environment in the next 12-18 months. This pres..."
509,4 October 2011,Annual Meeting of the New Champions 2011 - Mastering Quality Growth,The clear message to emerge from the Annual Meeting of the New Champions 2011 is that the world is at a critical inflection point. Three years after the outbreak of the financial turmoil ...
510,4 October 2011,Consumer Industry Emerging Trends and Issues,This report of the 2010 -2011 Consumer Industry Agenda Council highlights a range of emerging trends and issues with the potential to be game changers for the Consumer Industry with trans...
511,29 September 2011,"Trailblazers, Shapers and Innovators - Models of Success from the Community of Global Growth Companies - Spanish","This year marks the fifth anniversary of the founding of the World Economic Forum’s Community of Global Growth Companies (GGCs). During the past five years, we have witnessed the emergenc..."
512,29 September 2011,"Trailblazers, Shapers and Innovators - Models of Success from the Community of Global Growth Companies - Portuguese","This year marks the fifth anniversary of the founding of the World Economic Forum’s Community of Global Growth Companies (GGCs). During the past five years, we have witnessed the emergenc..."
513,29 September 2011,"Trailblazers, Shapers and Innovators - Models of Success from the Community of Global Growth Companies - Japanese","This year marks the fifth anniversary of the founding of the World Economic Forum’s Community of Global Growth Companies (GGCs). During the past five years, we have witnessed the emergenc..."
514,28 September 2011,"Global Risks 
Meeting Report",The World Economic Forum’s Risk Response Network (RRN) was launched in Davos in January 2011 to bring together the world’s experts in managing risk from all sectors of society. Just three...
515,28 September 2011,"Technology 
Pioneers
2012","The World Economic Forum presents the Technology Pioneers Report 2012. These 25 innovative companies, by their visionary and entrepreneurial nature, are well positioned to address some of..."
516,28 September 2011,World Economic Forum Annual Meeting 2011,"Upbeat. Optimistic. Positive. These were the words that described the mood of participants gathering in Davos for the World Economic Forum Annual Meeting 2011, despite a complex and often..."
517,27 September 2011,"Global Risks
2011
Sixth Edition",Global Risks 2011 provides a highlevel overview of 37 selected global risks as seen by members of the World Economic Forum’s Global Agenda Councils and supported by a survey of 580 expert...
518,27 September 2011,"Outlook on 
the Global 
Agenda 2011",This Outlook on the Global Agenda 2011 provides an overview of the prevailing issues on the minds of the Global Agenda Council Members for the next 12-18 months
519,26 September 2011,"Trailblazers, Shapers and Innovators - Models of Success from the Community of Global Growth Companies - Chinese","This year marks the fifth anniversary of the founding of the World Economic Forum’s Community of Global Growth Companies (GGCs). During the past five years, we have witnessed the emergenc..."
520,26 September 2011,"Trailblazers, Shapers and Innovators - Models of Success from the Community of Global Growth Companies",  
521,19 September 2011,The Workplace Wellness Alliance - Investing in a Sustainable Workforce,"Over the past three years the World Economic Forum has successfully worked towards the goal of improving health and well-being through the Workplace Wellness Alliance (the Alliance), a co..."
