,date,title,summary
1816,United Arab Emirates," The $1 trillion silk road, getting to grips with Brexit and other must-read stories of the week",A weekly round up of some of the top stories from the past seven days.
1817,World Economic Forum  01 Nov 2017,"10 amazing women in science, the marriage gap, and India's female fighter pilots",This week's digest of the world's top gender stories.
1818,Fourth Industrial Revolution,A plan for transforming one of the most male-dominated industries in the world,Less than 5% of venture capital firms are led by women. A data-driven approach could change that.
1819,Hilary Sutcliffe 01 Nov 2017,"Farewell, job title. Hello, skill set","Despite swift change in the labour market, we continue to measure workforce supply and demand in an archaic manner - via the supply and demand of job titles. "
1820,Fourth Industrial Revolution,"Uber CEO Travis Kalanick: soon, nobody will own a car","The roll-out of self-driving vehicles within the next decade could spell the end of car ownership, according to Uber’s founder and CEO Travis Kalanick."
1821,Erin Brodwin and Dina Spector · Business Insider 01 Nov 2017,"For the next Silicon Valley, look to Beijing","China is starting to dominate tech sectors from robotics to drones, paving way for a digital empire."
1822,Cities and Urbanization,The dinosaurs weren't the only species destroyed by the asteroid ,The prehistoric asteroid that destroyed the dinosaurs nearly extinguished mammals as well.
1823,Yori Kamphuis 31 Oct 2017,The job for life model is dead. Here's what millennials need to know,"In this period of transition, how can we help individuals and organizations quickly adapt to a changing labour market and upskill to new ways of working?"
1824,Fourth Industrial Revolution,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
1825,Mike  Moradi and Lin Yang 31 Oct 2017,An interview with Professor Klaus Schwab on the theme of our meeting in China,Professor Klaus Schwab on the theme of 2016 Annual Meeting of the New Champions 'The Fourth Industrial Revolution and Its Transformational Impact'.
1826,Education and Skills,Industry 4.0: business in the age of personalisation,"We're moving away from the ownership of things to the use of services, and a new era of personalisation will change business models once again."
1827,Matteo  Mascolo 31 Oct 2017,These RoboBees could pollinate crops and save disaster victims,"Inspired by nature, engineers have created RoboBees, miniature flying robots that can lift off, hover and perch like real insects."
1828,Space,Our minds are wired to fear only short-term threats. We need to escape this trap,We cannot go on like this. The challenges (and opportunities) we need to address are getting more complicated by the day. 
1829,Christopher  Ingraham  · The Washington Post 31 Oct 2017,Globalization has gone digital – this is how to compete ,"Globalization is entering a new digital era, and the US is in a position of strength, argue the authors."
1830,Environment and Natural Resource Security,How technology could help predict terrorist attacks,Is it possible to use technology to not only catch terrorists but predict and potentially stop terror attacks before they happen?
1831,Paula Kover · The Conversation 31 Oct 2017,These 3 things make a company truly innovative,"What are the world’s most exciting innovations? The answer may come from the World Economic Forum’s new class of Technology Pioneers, announced today. "
1832,Fourth Industrial Revolution,Four problems that biotechnology can help solve,"Hunger, disease and other global challenges have limited humanity since prehistoric times. Is biotechnology the answer?"
1833,Iwan Morus · The Conversation 31 Oct 2017,"In a data-obsessed era, language matters. Here's why ","Language can be turned into data, and used to solve particularly thorny global problems, argues Bob Goodson. "
1834,Artificial Intelligence and Robotics,Highlights of day one at the Annual Meeting of the New Champions 2016,"From the shadow of Brexit to the promise of China's New Silk Road, here's a round-up of the top discussions, pictures and videos to come out of the opening day of the World Economic Forum..."
1835,Jeremy Straub · The Conversation 31 Oct 2017,Investors are backing more AI startups than ever before,Research from CB Insights suggests that the first quarter of this year saw record levels of investment in artificial intelligence.
1836,Fourth Industrial Revolution,Fears about technology are nothing new,"Concerns over new technology are nothing new, argues Melissa Dickson."
1837,Ker Than · Futurity 30 Oct 2017,Video: this electric car just set a world record,An electric car has set a new world record – going from 0-100km/h in just 1.513 seconds.
1838,Environment and Natural Resource Security,3 ways AI and robotics will transform healthcare,"The healthcare sector will greatly benefit from the Fourth Industrial Revolution, argues Corinna Lathan. Here's why."
1839,Chungui Lu · Quartz 30 Oct 2017,Where is the world's most powerful computer?	,"Twice as fast and three times as efficient as its predecessor, this supercomputer is the most powerful in the world."
1840,Fourth Industrial Revolution,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
1841,Hilary Brueck · Business Insider 30 Oct 2017,21 must-read stories for the weekend,Blockchain 101; building the next Skype and other top stories from the last seven days.
1842,Fourth Industrial Revolution,Is China getting the Fourth Industrial Revolution right?,"Made in China 2025, the country's plan for using advanced technologies like robotics, sensors and artificial intelligence in manufacturing, does not go far enough, says Gary Coleman. "
1843,James Geach · The Conversation 30 Oct 2017,Why banks shouldn’t fear blockchain,"The blockchain will transform banking, and banks need to be leading that change."
1844,Future of Economic Progress,5 human enhancements that could be commonplace by 2020,Here’s a snapshot of some developments that could enhance our bodies and our lives.
1845,Bruno Sánchez-Andrade Nuño 27 Oct 2017,A new poem on the 'tyrannical perfection' of modern life,"Brian Bilston, the ""unofficial poet laureate of twitter,"" imagines the quiet horror of a perfectly optimized life."
1846,Artificial Intelligence and Robotics,"Apps know where you live, where you work, where you shop. So what does trust mean today?",Four ethical principles for companies to follow in the age of the algorithm.
1847,Geoff Goodhill · The Conversation 25 Oct 2017,8 things you need to know about China’s economy,The Chinese economy receives a lot of interest in the media but it can be difficult to keep track of the basic facts. Here is an overview of China’s economy in the context of its global e...
1848,"Agriculture, Food and Beverage","Blockchain: what it is, how it really can change the world",The most encouraging benefit of blockchain technology is the incentive it creates for participants to work honestly where rules apply equally to all. 
1849,William Moomaw and Asaf  Tzachor · The Conversation 25 Oct 2017,The computer chip that thinks it's a tiny human liver,"So far, various groups have reported success making miniature models of the lung, liver, kidney, heart, bone marrow, and cornea."
1850,Artificial Intelligence and Robotics,A brain breakthrough that offers new hope for Parkinson's and depression,"With mental disorders affecting one in four people globally and psychiatric diseases a leading source of disability, the better understanding of the brain that advanced optogenetics will ..."
1851,Mauro  F. Guillén and Vijay Raju 24 Oct 2017,"Instead of digging up raw materials, we will make them from microbes",A new technique could change our entire approach to finding the materials we need for modern life.
1852,Global Health,These are the top 10 emerging technologies of 2016,"Breakthrough technologies, including “socially aware” artificial intelligence and new generation solar panels, could soon tackle the world’s most pressing challenges."
1853,Leonie Kirszenblat · The Conversation 24 Oct 2017,Solar power has big limitations. This wonder material could change that,The silicon solar cells that currently dominate the world market suffer from three fundamental limitations. A breakthrough could address all three at once and supercharge the production o...
1854,Environment and Natural Resource Security,"Your robot personal assistant will know when you’re stressed, tired or hungry","The secret ingredient in PA technology that has been largely lacking to date is context. Up to now, machines have been largely oblivious to the details of our work, our bodies, our lives."
1855,Brad  Jones · Futurism 24 Oct 2017,Face it: you're a worse driver than an autonomous car,"In the United States, crashes and collisions claim more than 30,000 lives and cause some 2.3 million injuries annually. "
1856,Innovation,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
1857,Rigas Hadzilacos and Geoff Mulgan 24 Oct 2017,"You might not have heard of them, but these new materials will change the world",There is a reason we talk about the Bronze Age and the Iron Age: because materials can change the world. These new ones will do just that.
1858,Global Health,These next-generation batteries could end energy poverty,"Solar and wind power capacity have been growing at double-digit rates, but the sun sets, and the wind can be capricious. Battery breakthroughs could hold the answer."
1859,Nancy Ip 23 Oct 2017,Here's what will happen when 30 billion devices are connected to the internet,"A house that unlocks the front door when it recognizes its owner arriving home from work, an implanted heart monitor that calls the doctor if the organ shows signs of failing. Prepare for..."
1860,Artificial Intelligence and Robotics,3 ways to fight cyber criminals,Governments and businesses are in an arms race with cyber criminals. Here's how to win.
1861,Lachlan McCalman · The Conversation 23 Oct 2017,Leadership challenges of the Fourth Industrial Revolution,"Leadership is about working together to shape the future. And that future will be defined by the Fourth Industrial Revolution, writes Lee Howell. "
1862,Fourth Industrial Revolution,How can we teach innovation? A view from China,"On a recent trip to the US, as I drove my rental car through various cities and suburbs, it occurred to me that all of the conventional assumptions we make about our future and that of ou..."
1863,Karla Lant   · Futurism 23 Oct 2017,Does capitalism need some Marxism to survive the Fourth Industrial Revolution?,The cross-pollination of ideas between capitalism and Marxism might be needed in the Fourth Industrial Revolution.
1864,Fourth Industrial Revolution,A good idea isn’t enough. 3 lessons from building Skype and TransferWise,People have ideas every minute of every hour of every day. But how do you take an idea from the back of a napkin to the first beta product? And then to something that’s used the world over?
1865,Lydia  Ramsey  · Business Insider 20 Oct 2017,Q&amp;A: What has the panda got that the giant clam hasn’t?,"When we think about conservation, we often think of species which are as photogenic as they are fragile. That needs to changes, says Mei Lin. Part of our XxXX series of interviews profili..."
1866,Space,Q&amp;A: Toxic waste taints polar bears and human breast milk. Here's a solution,He Jianzhong tours the world's most polluted sites to find waste-eating bacteria that can break down harmful chemicals. Part of our XxXX series profiling 10 women in science.
1867,University of Melbourne   · Futurity 20 Oct 2017,Q&amp;A: The university of the future must break down walls between disciplines,"Shirley Ann Jackson, the first African-American woman to earn a doctorate from MIT, on how education needs to break down the walls between disciplines"
1868,Fourth Industrial Revolution,What if: drugs are printed from the internet?,Pharmacists and drug dealers alike might fear for their livelihoods thanks to recent advances like 3D printed medicine and the synthesis of opiates from yeast. What if patients (or hacker...
1869,"Sergei  Guriev, Danny Leipziger, and Jonathan D. Ostry · VoxEU 19 Oct 2017",What if: we become superhuman?,"Pharmacology, genetic engineering and robotics promise powerful treatments that go ""beyond therapy"". What if human enhancements become essential to compete for top grades and top jobs?"
1870,Education and Skills,What if: our virtual life overtakes our physical reality?,"What if schools, workplaces and daily social interactions are primarily virtual?"
1871,"R. May Lee, Mark Kendall, and Tom Simmons 19 Oct 2017",How the fourth industrial revolution is powering the rise of smart manufacturing,"A wave of technological innovation has started to fundamentally alter how we make stuff. And it signals an era of huge change, writes Lisa De Propris."
1872,Artificial Intelligence and Robotics,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
1873,Leonardo Quattrucci 18 Oct 2017,Scientists found something unexpected on Mars – and it could require us to rethink the planet’s history,"Scientists have detected a mineral called tridymite that, until now, they thought could only be created in extremely hot temperatures."
1874,Fourth Industrial Revolution,Q&amp;A: Do our cities make us sick?,"From who can access HIV drugs to how we plan our cities, health challenges frequently overlap with policy. But all too often, we don’t have the right evidence to make informed decisions, ..."
1875,Rob Matheson · MIT News 18 Oct 2017,Q&amp;A: How the roots of living plants can power your wifi,How can we generate energy from plants without hurting food production? 
1876,Future of Health and Healthcare,Q&amp;A: Grow your own bones to heal without a graft,"For our XxXX interview series, which profiles ten inspiring women in science and technology, Nina Tandon, CEO of EpiBone talked to us about the body's power to heal itself."
1877,Kara Lant · Futurism 17 Oct 2017,"The Fourth Industrial Revolution is doomed, unless we get this right","If we do not educate the youth of the world and elevate the value of women in society, the Fourth Industrial Revolution will falter at the hand of egregious inequality, writes Erin Ganju."
1878,Environment and Natural Resource Security,Q&amp;A: How gene editing could be the beginning of the end for disease,"Quirong Ding on the scientific advances that could make us ""immune"" to heart disease and diabetes."
1879,Alex Gray 17 Oct 2017,Q&amp;A: The 29-year-old woman who’s lead scientist for the UAE’s Mars mission,"As part of our interview series with female scientists, Sarah Amiri on how she plans to send a shuttle to Mars and inspire the young people of her country."
1880,International Security,Q&amp;A: A scientist explains why your brain forms false memories,"As part of a series profiling women in science, we interview Elissa Aminoff, who  uses computer models to study how the brain builds images and memories."
1881,Wilson Center 16 Oct 2017,XxXX: 10 interviews with inspiring female scientists,"Ahead of our meeting in China, which focusses on science and technology, we’re publishing a series of interviews with 10 inspiring female scientists: from young researchers starting out i..."
1882,Fourth Industrial Revolution,5 ways artificial intelligence will disrupt science,AI could be on the cusp of driving the next phase of the scientific revolution. Here's why.
1883,Viktor Weber 16 Oct 2017,"All you need to know about blockchain, explained simply","Many people know it as the technology behind Bitcoin, but blockchain’s potential uses extend far beyond digital currencies."
1884,Fourth Industrial Revolution,Latin America's video game industry is booming. Here's why this is good for the region,"For Latin America, video games are becoming a form of expression, a good investment for our cultural assets and an important aspect of the tech industry"
1885,Dom  Galeon · Futurism 16 Oct 2017,Unicorns do exist – and you can find them in Europe,European unicorns are an elusive club of technology start-ups. But are their valuations a triumph of hope over reality?
1886,Fourth Industrial Revolution,"This could be the world's first computer and it's 2,100 years old",The device has been puzzling scientists for more than a century ever since it was discovered in an ancient Greek shipwreck in 1901.
1887,Chase  Purdy · Quartz 16 Oct 2017,A venn diagram poem on the future of work,"Brian Bilston, the ""unofficial poet laureate of twitter"" is writing a series of poems on the theme of The Fourth Industrial Revolution. "
1888,Fourth Industrial Revolution,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
1889,Adam Conner-Simons · MIT News 13 Oct 2017,Now scientists are building a ‘kill switch’ for Artificial Intelligence,"As Google and Oxford University work on an AI ‘kill button’, how real is the risk?"
1890,Artificial Intelligence and Robotics,The surprising link between science fiction and economic history,"From Frankenstein to Star Trek to Her, the dreams and nightmares of science fiction reflect our changing economic reality."
1891,Mike Murphy · Quartz 11 Oct 2017,"If science is going to save the world, we need to make it open","The last few weeks have been a momentum time in the sciences: not because of a breakthrough in gene therapy or quantum computing, but because world leaders have twice called for scientifi..."
1892,Fourth Industrial Revolution,These amazing NASA posters are hoping to recruit astronauts to travel to Mars,NASA have released a series of posters highlighting the different roles that would be available on Mars.
1893,Dorothy  Ngila and Nelius Boshoff · The Conversation 11 Oct 2017,"Q&amp;A: Black holes explained, by the woman who detected Einstein's gravitational waves","How do Einstein's gravitational waves help us understand the universe? Nergis Mavalvala, Professor of Physics at the Massachusetts Institute of Technology, explains."
1894,Fourth Industrial Revolution,How innovative companies are transforming Latin America,"If you’ve hailed a cab recently in Latin America, you have experienced a microcosm of the state of our region. Although ride-sharing services are growing – such as Colombia’s Tappsi and B..."
1895,Dom  Galeon · Futurism 10 Oct 2017,Mark Zuckerberg is excited about telepathy,"In a live Facebook Q&amp;A, Mark Zuckerberg talks about, among other things, virtual reality and telepathy."
1896,Global Health,"It's time for Latin America to forge its own future, and here's how",Latin America is a continent on the verge of an historical shift. How can regional leaders set an agenda for a prosperous and inclusive future?
1897,Russell  Foster · The Conversation 10 Oct 2017,How can digitization help young people in Latin America?,"Using technology to digitize education across this region will lead to further innovation, social inclusion, job creation and national competitiveness."
1898,Space,Is Siri about to get smarter?,"Apple has announced that Siri will now be available on Mac, and for will be opened up to developers on iPhone and iPad."
1899,Keith Gottschalk · The Conversation 10 Oct 2017,Why Microsoft is paying $26.2bn for LinkedIn,Microsoft is buying LinkedIn for $26.2bn – Microsoft CEO Satya Nadella explains their plans.
1900,Global Health,Innovation is transforming Latin America. Can the region reap the rewards?,Inclusive growth - and ultimately stronger economies - could be on the horizon in Latin America. 
1901,Reuters Staff  · Fortune 10 Oct 2017,8 digital skills we must teach our children,"The digital content they consume, who they meet online and how much time they spend onscreen – all these factors will greatly influence children’s development."
1902,India,Cybercrime: how safe is your company?,"Cybercrime has become a major threat to business, and it’s something that businesses everywhere are becoming painfully aware of. "
1903,Adrian Monck 06 Oct 2017,Introducing a series of poems on the Fourth Industrial Revolution,"The World Economic Forum has commissioned Brian Bilston, the “unofficial Poet Laureate of Twitter”, to write a series of four poems on the theme of the Fourth Industrial Revolution."
1904,Artificial Intelligence and Robotics,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
1905,Missy Cummings 05 Oct 2017,The Alan Turing prize for poetry,Here’s what happens when human and machine are pitted against each other in a poetry contest.
1906,Fourth Industrial Revolution,"Young, female and working in tech? You're likely to be earning a lot less than your male colleagues","Women entering the tech industry are paid far less than their male counterparts, a new survey shows."
1907,Alex Gray 05 Oct 2017,"Peace dividends, the blockchain revolution and other top stories of the week","Top stories from the last seven days, including executive bonuses, the next Silicon Valley and why organized crime likes Instagram."
1908,Blockchain,How do scientists find exoplanets?,New methods mean that up to 97% of exoplanets can be identified more quickly than they could in the past.
1909,Brad  Jones · Futurism 05 Oct 2017,Science works best when it is open,"The sharing of research results, the free circulation of knowledge, and transparency in methodology are key tenets to the scientific method."
1910,India,Could these new technologies be the key to sustainable energy?,Evaluating new sustainable energy technologies and how we can reduce human and environmental impact
1911,Rekha M Menon 05 Oct 2017,What if robots decide they want to take control?,Google's DeepMind is finding a way to make sure we can pull the plug on self-learning machines when we want to.
1912,Fourth Industrial Revolution,The computer revolution: how it's changed our world over 60 years,Justin Zobel examines how the computer has changed over 60 years to become what it is today.
1913,David Gleicher 04 Oct 2017,"Will technology not only make our cities smarter, but more equal too?",How technology is leading New York to become a smarter and more equitable city.
1914,India,"This stretchable, wearable circuit could change your life","Scientists have developed “the world’s fastest stretchable, wearable integrated circuits” with a wide range of potential applications."
1915,Sudip Singh 04 Oct 2017,What does the internet of things mean for the energy sector?,"To realize the full potential of IoT for smart energy, we need to modernize utilities’ infrastructure, improve operations and enhance efficiencies first, but the ultimate goal is to trans..."
1916,Fourth Industrial Revolution,These are the countries that would benefit most from a cashless world,"The road to a wider cashless society has started to take shape, and these are the countries that would profit the most."
1917,Kyree Leary · Futurism 04 Oct 2017,"This is Africa’s most overlooked achievement, and it's changing the lives of millions","Africa’s energy revolution, one of the biggest overlooked stories of our time, is poised to change the lives of millions of Africans."
1918,Fourth Industrial Revolution,In this tech battle it's Apple and Microsoft vs Amazon and Google,Competing technology companies are taking different approaches when it comes to one key technology.
1919,Sterghios  Moschos · The Conversation 04 Oct 2017,Sustainable consumption and the Fourth Industrial Revolution,"To achieve a future where the consumer will be better equipped to lead more sustainable lifestyles based on informed purchase business, governments and civil society need to come together."
1920,Environment and Natural Resource Security,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
1921,John McKenna 04 Oct 2017,How new technology is giving more Africans access to electricity,"Achieving reliable electricity access for all Africa's citizens will be tough, but technology advancements offer opportunities to make rapid leaps forward."
1922,Space,How are connected vehicles making cities smarter?,"Connected vechicles could be the source of huge amounts of actionable urban data, as well as the cheapest way of improving wi-fi coverage."
1923,Sam Leakey 03 Oct 2017,South-East Asia's digital jobs revolution – in 5 charts,"From Singapore to Myanmar, economies across South East Asia will need to equip their workforces for rapid technological change. How will they do it? "
1924,Technological Transformation,Why are digital firms making huge profits?,Today’s market leaders may look invincible. But they can always be toppled by the next new thing.
1925,Milenko  Martinovich · Futurity 03 Oct 2017,This is how Facebook and Microsoft plan to move data across the ocean ,Facebook and Microsoft are teaming up transfer more data more quickly between the US and Europe.
1926,Future of Food,Why you need to understand machine learning,"From picking stocks to finding partners, machine learning plays a part in every stage of our lives - yet most of us know little about these powerful tools."
1927,Jeff Tarr and Will Marshall 03 Oct 2017,This is what it might be like to travel in a Hyperloop pod,This video shows how it would look to ride in a windowless pod that is zooming through an airless tube at almost the speed of sound.
1928,India,Are we ready for the future of personal satellites?,Technological advances have made satellites more accessible to the masses – but what are the potential consequences?
1929,Pranjal Sharma 03 Oct 2017,How Asians might lose their jobs (and find new ones),Good news: ASEAN economies might see a bonanza of new jobs. Bad news: without bold reforms people will lack the skills to fill these positions.
1930,Future of Health and Healthcare,This is how data scientists can help doctors improve patient care,"By analyzing electronic data from many doctors' experiences with many patients, we can move ever closer to discovering what is truly best for each patient."
1931,Alice Hazelton 02 Oct 2017,The engine that can power nanotechnology,"Scientists have developed the world's smallest engine, which could be used in medical nanotechnology."
1932,Artificial Intelligence and Robotics,Virtual reality could transport jurors to crime scenes,"Researchers are now looking into using VR to recreate and ""transport"" jurors to crime scenes."
1933,Adam Conner-Simons and Rachel Gordon · MIT News 02 Oct 2017,How can innovation in Latin America save millions of lives?,"Over the last 200 years, Latin America, like most other regions, has seen a dramatic improvement in its economic and social indicators. But it can still do more."
1934,"Agriculture, Food and Beverage",What makes some companies grow phenomenally quickly?,Hypergrowth is not a happy accident – it is not the outcome of people with bright ideas and positive market forces that ‘just happen’ to converge at one point in time. 
1935,Uma Lele 02 Oct 2017,Your next car might help you to be a better driver,Here’s a look at some innovations helping to make driving safer:
1936,Fourth Industrial Revolution,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
1937,Stefan Söldner-Rembold · The Conversation 29 Sep 2017,From floppy disks to pagers: 6 outdated technologies that are still in use,"If you’re reluctant to part with a pager, or still using a fax machine, you can rest assured that far from being obsolete, ageing technology is alive and well in some places."
1938,Fourth Industrial Revolution,How blockchain could shake up stock markets,This chart shows how blockchain technology could add value to trading.
1939,Jaco J. Hamman · The Conversation 29 Sep 2017,This is how robots could help us to live longer,Bhaskar Chakravorti discusses the possibility of 'edible electronics'.
1940,Fourth Industrial Revolution,3 ways technology is cracking the world’s toughest problems,"From a platform that lets Indian artisans sell baskets to Ikea to a piece of software slashing the rate at which vaccines are out of stock in Mozambique, technology can be a huge force fo..."
1941,Stanford  University · Futurity 29 Sep 2017,Microsoft wants to store your data under the sea. Why?,Just as you got used to storing data 'in the cloud' along comes the idea that it should be buried at sea
1942,Global Health,There's a global divide in smartphone use. But these countries are closing the gap fast,In which country is practically everyone staring at a smartphone?
1943,Zoe Tabary · Thomson Reuters Foundation trust.org 29 Sep 2017,Can we beat the storm?,We're facing increasing risk from more frequent and intense storms- but the best technology could help us stay one step ahead.
1944,Fourth Industrial Revolution,The four planets that dance,Astronomers using NASA's Kepler telescope have found 4 planets that orbit a star in a timed 'dance'.
1945,Guillermo  Abril · EL PAÍS 28 Sep 2017,"What can blockchain be used for, apart from bitcoin?","Blockchain technology has a multitude of uses beyond digital currency, writes Mark Staples."
1946,Digital Economy and Society,"Girls outperformed boys on this tech test, so what keeps them out of the industry?","Girls are outperforming boys in technology and engineering tests, but women are still under-represented in STEM industries."
1947,"Rigas Hadzilacos, Marietje Schaake, Arun Mohan Sukumar, and Richard Soley 27 Sep 2017",These are the countries where iPhones are most expensive,Deutsche Bank’s annual “Mapping the World’s Prices” report for 2016 compares prices for more than 20 common items in global cities.
1948,Behavioural Sciences,Google’s new artificial intelligence can’t understand these sentences. Can you?,"Parsey McParseface, Google's new state-of-the-art tool, aims to solve one of the most difficult problems in artificial intelligence."
1949,Carrie L.  Partch · The Conversation 27 Sep 2017,The case for disruption in Latin America’s classrooms,Many schools in Latin America – and in the U.S. and around the world – continue to use antiquated models for education that do not serve 21st century students. And students are paying the...
1950,Fourth Industrial Revolution,Tech companies and the refugee crisis: what are they doing to help?,A number of tech companies are offering their business strengths to support refugees and disaster victims.
1951,Alexandra Ossola · Futurism 27 Sep 2017,Two young women transforming Africa with digital innovation,"Janet Longmore about the youth who will lead the fourth industrial revolution through purpose-driven, digital, and inclusive solutions to gaps in systems and challenges in their communities."
1952,Competitiveness Framework,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
1953,Xavier Sala-i-Martin 27 Sep 2017,Everything is speeding up - except politics. Why?,"One UK minister responsible for two departments had to write a formal letter to himself to request a policy change. He wrote back to himself to say ""get lost"". Why is government so ineffi..."
1954,Fourth Industrial Revolution,"Buffett takes a bite out of Apple, IMF presses EU over Greek debt and girls outscore boys in tech tests ",Warren Buffett has taken a $1bn-plus stake in Apple just four years after admitting he did not know how to value technology companies. News of Mr Buffett’s rare bet on a tech group sent A...
1955,Dom  Galeon · Futurism 26 Sep 2017,This is the weakest link cybersecurity,There is a common thread that connects most well-known cybersecurity attacks.
1956,Ageing,This camera is just a single atom,Scientists have used a single atom to capture high-resolution images of nanoscale material.
1957,Chelsea Gohd · Futurism 26 Sep 2017,Pupils aged six in these countries are using computers – but are they improving their results? ,Frequent use of computers in school may not be benefitting children’s education.
1958,Fourth Industrial Revolution,"Second bank hit by cyber heist, Rousseff out, Temer in, and Earth’s rules of attraction ","Swift, the financial payments system that has about 11,000 banks as customers, has warned of a second financial cyber attack, mirroring one of the biggest ever robberies earlier this year..."
1959,Patrick  Caughill · Futurism 26 Sep 2017,"Central banks want to issue national digital currencies, but are countries ready?",Central banks from England to China have publicly floated the notion of issuing their own national digital currencies. What would this mean for consumers?
1960,Fourth Industrial Revolution,3 ways tech will unleash Africa’s economic potential,Channelling technological innovation to strengthen a wider economy is a tried and tested way to simultaneously boost growth while strengthening the foundation for future success.
1961,Patrick  Caughill · Futurism 25 Sep 2017,"In global shift, poorer countries are increasingly the early tech adopters","In some corners of the world, the poorest populations are the first to benefit from new technologies that are improving health."
1962,Fourth Industrial Revolution,How science is helping to bring buildings to life,Cutting-edge scientific developments are helping to radically change building design.
1963,Celine Herweijer 24 Sep 2017,Tony Blair: Why Africa’s digital revolution will be powered by partnerships,The intellectual genesis of the digital revolution was collaboration; people working together to pioneer technological breakthroughs that have allowed them to nurture their own imaginatio...
1964,China,"Would you accept an AI system as your co-worker, or your boss?","Artificial intelligence is set to change the way we work, but it's definitely not all bad."
1965,Chase  Purdy · Quartz 22 Sep 2017,Why people come first in Africa’s digital revolution ,"People are at the core of any good business. That’s why it’s important that technology works for them, and not the other way around."
1966,Fourth Industrial Revolution,Japan now has more electric charging points than petrol stations,"Nissan reports that there are now 40,000 charging points in Japan."
1967,Scott L  David 21 Sep 2017,Introducing the cobot: Humans and robots working together,"Collaborative machines, that work together with humans on production lines, could be the future of manufacturing."
1968,Fourth Industrial Revolution,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
1969,Kara Manke · Futurity 21 Sep 2017,How risky are technology investments?,The rise of technology investments have made risk management difficult for pension fund managers.
1970,Global Health,Video: These tiny ant robots can pull a car along,"Toes of a gecko, teamwork of an ant. Stanford academics turned to nature to design tiny, powerful robots. "
1971,Karla Lant   · Futurism 21 Sep 2017,How could technology improve governance in Africa?,"Tech could advance governance by improving access to public services, as well as enabling people to report issues more easiy. "
1972,Global Health,"70% of Africans make a living through agriculture, and technology could transform their world","With 70% of Africans dependent on agriculture for livelihoods, the sector is critical to the economies of all African countries. As a sector its growth is central to increasing prosperity..."
1973,Lindsay Brownell · Harvard Gazette 20 Sep 2017,Why do we want the latest gadgets? This is what brain science tells us,"A neuroscientists looks at the reasons behind the success of brands like Apple, and how technology is changing our understanding of our basic needs."
1974,Fourth Industrial Revolution,How can we help every voter cast a ballot?,A law passed in 2012 to help U.S citizens vote provided $3.9 billion to fund accessible machines and voting technologies.
1975,Science Alert · Futurism 19 Sep 2017,How Africa can lead the way in the Fourth Industrial Revolution,Africa has everything needed to be a leader in this coming digital revolution.
1976,Future of Energy,Africa’s economies are growing fast – this one skill will ensure that continues,The GDP of 25 African countries is expected to grow 5% annually between now and 2025. How can the continent sustain such high growth?
1977,"Ramesh Shunmugasundaram, Marie Francine Lagadec, Nishan Degnarain, and Vanessa Wood 19 Sep 2017",A brief overview of Africa’s tech industry – and 7 predictions for its future,"Forget Silicon Valley, it's all about Silicon Savannah. Tech in Africa is about to take off."
1978,Fourth Industrial Revolution,The rise of the robots: How the market is booming,"The robotics industry is experiencing an investment boom, as the technology develops. What could it mean for humans?"
1979,Fabiola Gianotti 19 Sep 2017,How to build better drones? Learn from birds,Drone researchers hope the construction of a new bird wind tunnel will reveal more of the secrets of bird flight.
1980,Fourth Industrial Revolution,"In Africa, there can be no digital revolution without women and girls","If Africa can get more women in science, tech, engineering and maths, it could master the digital revolution, writes Bineta Diop."
1981,Mark Viso 19 Sep 2017,Could your emotions be hacked?,"The Center for Long-Term Cybersecurity, at the University of California, Berkeley have looked at some possible cybersecurity risks of the near future."
1982,Fourth Industrial Revolution,What is microgravity?,What does it actually mean to be “weightless”
1983,Dom  Galeon · Futurism 19 Sep 2017,These maps reveal the best shape for batteries,"A team of engineers has obtained a first look inside phase-changing nanoparticles, showing how their shape and crystallinity can affect their performance."
1984,Fourth Industrial Revolution,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
1985,David L. Chandler · MIT News 15 Sep 2017,Could technology teach literacy in the poorest areas?,A long-term project providing students from the poorest areas in Africa and the US with tablets has shown promising results.
1986,Sustainable Development,"This 15-ton computer provides internet access, electricity and clean water",An Italian entrepreneur has developed a potentially revolutionary computer to provide vital services to the developing world.
1987,Ambarish Mitra 14 Sep 2017,Google has plans for a delivery drone that talks to you,A patent awarded to Google outlines how the company's delivery drones could work.
1988,Education and Skills,17 must-read stories for the weekend,"The forces tearing the internet apart; have we reached ""peak stuff"" and other top stories from the last seven days."
